farmer_id,farmer_name,aadhaar,aadhaar_hash,dob,gender,state_lgd_code,district_lgd_code,sub_district_lgd_code,village_lgd_code,mobile_no,address,farmer_category,caste_category,farm_area_ha,crop
FARM0043,Priti Deshmukh,XXXX-XXXX-0648,7cab650cb5fb4e75ec219583179f037a74fe83643e8930fe11656dd1497a052a,1990-02-07,Female,27,466,,558532,8647440615,"Vill. C, Tal. X",Small Farmer (Land >=1 & <2 Hectare),ST,1.75,Groundnut
FARM0044,Mahesh Patel,XXXX-XXXX-3571,861f602ca3d509d792550b38a4301f240c2778a70dc7e8e55d6455df7d38e6cf,1980-04-26,Male,27,497,,534259,6152234847,"Vill. D, Tal. Y",Marginal Farmer (Land < 1 Hectare),SC,0.81,Gram
FARM0045,Rajesh Mehta,XXXX-XXXX-4568,41c6538c266fbf756cca04d3b760b9c5176a2e42f36ccc0b0d32a53fa6bc07b7,1967-08-29,Male,27,466,,552577,8422230869,"Vill. C, Tal. Z",Big Farmer (Land >=2 Hectare),General,4.55,Wheat
FARM0046,Sunita Patil,XXXX-XXXX-0383,23e3e0377d8b588e4e11b1d58b0d6ccb4b269f3e15e249eb6bdcbadba86bd444,1985-04-03,Female,27,497,,550323,9963783732,"Vill. C, Tal. Y",Big Farmer (Land >=2 Hectare),ST,2.7,Groundnut
FARM0047,Suresh Sharma,XXXX-XXXX-8619,a83b280130d7a08b3c3ab8ce4a8885c44601b1c49e3b1b01e0c3461df5910567,1981-09-12,Male,27,487,,550323,8494211320,"Vill. B, Tal. Y",Big Farmer (Land >=2 Hectare),ST,2.58,Tur
FARM0048,Prakash Yadav,XXXX-XXXX-1652,1bc5172f9bf3e4c23eb82c06e40fcc202a85c681ba3ff03b2b07ebf14d65b5b4,1975-02-14,Male,27,497,,534259,9509022006,"Vill. B, Tal. X",Marginal Farmer (Land < 1 Hectare),ST,0.96,Soybean
FARM0049,Mahesh Kumar,XXXX-XXXX-2973,a63f2a843132741db7b2705a8b77b046f5fb3fab1bd919e9e879d48d52661bbd,1973-03-09,Male,27,487,,534259,8622857032,"Vill. A, Tal. Z",Big Farmer (Land >=2 Hectare),OBC,2.31,Soybean
FARM0050,Sangeeta Kumar,XXXX-XXXX-1735,f1fda583f30400559b56d332af9cb4d3d8cf2907a695ad6152b60912b5988ab4,1995-08-17,Female,27,498,,548378,8442971132,"Vill. C, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),General,1.85,Cotton
FARM0051,Priya Sharma,XXXX-XXXX-2918,88235c265150893848ce0e1e21a8ca3b38f67e992befd7a62ea7e878d1040355,1959-10-12,Female,27,466,,548378,8148566394,"Vill. A, Tal. X",Small Farmer (Land >=1 & <2 Hectare),ST,1.69,Tur
FARM0052,Anita Khan,XXXX-XXXX-0109,d3a505e8738de3e0d4b9e97afca7b78d18839f9a78f1644b23befe09691797c8,1971-11-30,Female,27,487,,558123,8759829738,"Vill. D, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),ST,1.2,Wheat
FARM0053,Kavita Kumar,XXXX-XXXX-5636,0059c93401e165501bcb8c84eeec672830d5f2ab4c495097b460856a930803b6,1978-04-27,Female,27,498,,534259,8904869818,"Vill. B, Tal. Z",Big Farmer (Land >=2 Hectare),OBC,2.26,Wheat
FARM0054,Kavita Yadav,XXXX-XXXX-7189,115d17b2a37c6f640af6aaa71b98e000e9b72f0b5cf5bb7c0f09fba229d757d9,1981-09-21,Female,27,466,,534259,8923873534,"Vill. B, Tal. X",Marginal Farmer (Land < 1 Hectare),OBC,0.88,Sugarcane
FARM0055,Amit Patel,XXXX-XXXX-5418,f08415f33861421a153e396b030dcf82b8916ca17f9d4adf86109f9b4b66b6e6,1993-12-28,Male,27,487,,558532,9544536284,"Vill. B, Tal. X",Marginal Farmer (Land < 1 Hectare),SC,0.58,Cotton
FARM0056,Vijay Khan,XXXX-XXXX-3882,ece8e52cd509012a999b9f876a11f2cf4ee567c40746775c0a0967943f325d54,1956-01-24,Male,27,497,,558532,6824494438,"Vill. C, Tal. X",Small Farmer (Land >=1 & <2 Hectare),ST,1.32,Rice
FARM0057,Kavita Mehta,XXXX-XXXX-3303,65bb6aa58bb77297af7121989372a920034e3fee2a666ed2c4e423cd4e07376f,1990-02-21,Female,27,497,,550323,7665730950,"Vill. C, Tal. Y",Marginal Farmer (Land < 1 Hectare),ST,0.73,Maize
FARM0058,Mahesh Sharma,XXXX-XXXX-8406,32e9eb8feb36bd70d4b6424483e457bdfc2778a14b63f3479b9ffa7be86fe894,1975-08-09,Male,27,498,,550323,7962247863,"Vill. D, Tal. X",Marginal Farmer (Land < 1 Hectare),ST,0.67,Cotton
FARM0059,Amit Patel,XXXX-XXXX-5964,7b576b1dc61915ecf527e3efd496e91b4e295993c1629af96fbc132c97284705,1976-08-21,Male,27,498,,550323,8559438295,"Vill. D, Tal. X",Big Farmer (Land >=2 Hectare),OBC,2.6,Wheat
FARM0060,Geeta Khan,XXXX-XXXX-7770,9cfce52ae8c4a1c312d4965c1514aea1204de9502e929c933f9c412cd5a53e68,1981-09-15,Female,27,498,,558532,8749710951,"Vill. E, Tal. Y",Big Farmer (Land >=2 Hectare),General,3.58,Maize
FARM0061,Vijay Patel,XXXX-XXXX-4145,776f45d13d2d77b85353d70999c8e0814edff1607de2d81137312a33b2d02042,1989-03-23,Male,27,469,,548378,8324629932,"Vill. E, Tal. Z",Big Farmer (Land >=2 Hectare),SC,2.19,Cotton
FARM0062,Kavita Patil,XXXX-XXXX-1743,b5e05de972792a0e1f18986cdb1a4d6b04eefcfb3e99db4ffe38e655a502c1b0,1972-10-08,Female,27,487,,534259,6828380875,"Vill. B, Tal. Y",Big Farmer (Land >=2 Hectare),General,4.3,Tur
FARM0063,Priti Patel,XXXX-XXXX-4232,a0c465ec4a4c2bd9ea3444609a54c3da9d4552c6d5a92597698f8203a2543066,1970-12-02,Female,27,487,,552577,8033568771,"Vill. B, Tal. Z",Marginal Farmer (Land < 1 Hectare),ST,0.88,Tur
FARM0064,Kavita Mehta,XXXX-XXXX-6693,359168ef17293e03938ac52c95a7775fc48a7c7a73f3e942f0a5cddece168422,1997-07-10,Female,27,497,,552577,6250180603,"Vill. C, Tal. X",Big Farmer (Land >=2 Hectare),OBC,2.19,Gram
FARM0065,Mahesh Sharma,XXXX-XXXX-8969,38c443b67932dfa087275905a6dbaae77f9ecf330105e6094f1ff05eebd0419e,1991-02-15,Male,27,497,,534259,6284529552,"Vill. A, Tal. Y",Big Farmer (Land >=2 Hectare),OBC,4.22,Gram
FARM0066,Sangeeta Sharma,XXXX-XXXX-2426,b0085f578677f62ee61e55a1c145d37d5c253e155886079c2a70018addb0cbb5,1961-08-12,Female,27,466,,558532,7815162579,"Vill. D, Tal. X",Small Farmer (Land >=1 & <2 Hectare),OBC,1.41,Cotton
FARM0067,Pooja Yadav,XXXX-XXXX-7087,2116ced72078275f9113034c0fa7370df81a8ac351a05e6409a97a9616001f4a,1962-01-24,Female,27,469,,534259,6484790442,"Vill. D, Tal. Z",Big Farmer (Land >=2 Hectare),SC,2.08,Gram
FARM0068,Ramesh Yadav,XXXX-XXXX-4494,989e6fa9e8335a43aad3189e5a72df51bb5cd6b4ed991f1d6ba00c5fab62502b,1964-01-18,Male,27,466,,558532,7175657063,"Vill. D, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),OBC,1.78,Wheat
FARM0069,Sunita Mehta,XXXX-XXXX-9518,0d03c8ee2385f7f37ee7abe34347b76bc0a6406ac5a2b8b42ed3f6a4b8ef36d1,1959-12-16,Female,27,469,,552577,8769594786,"Vill. B, Tal. Z",Marginal Farmer (Land < 1 Hectare),ST,0.76,Groundnut
FARM0070,Ramesh Joshi,XXXX-XXXX-5038,bec12aa53925110d67bb193dda05dc93a1ba32a42ba2dd44ee9dc581a83c1779,1964-01-08,Male,27,466,,550323,8654285268,"Vill. B, Tal. Y",Marginal Farmer (Land < 1 Hectare),ST,0.75,Wheat
FARM0071,Amit Kumar,XXXX-XXXX-5463,9884b78e5a575a1ea7cbf9874ede0f28debd8915c4eaaf7cf27de1246d33d847,1975-06-12,Male,27,469,,552577,9283085207,"Vill. C, Tal. Y",Marginal Farmer (Land < 1 Hectare),General,0.54,Tur
FARM0072,Geeta Deshmukh,XXXX-XXXX-9239,7871155c4c3d40931e6c6b909d04d714ec725bc852214bd0b0474c28ca89c02f,1984-11-28,Female,27,487,,534259,7734896681,"Vill. D, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),General,1.94,Tur
FARM0073,Anita Deshmukh,XXXX-XXXX-2834,87201ee024ed3437873f4f5309c26194746295cfcb07d9d1ea69df9c592c80a7,1976-09-13,Female,27,487,,534259,9796126976,"Vill. B, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),General,1.86,Groundnut
FARM0074,Rajesh Kumar,XXXX-XXXX-5967,66833d56d0a4fbddc2e65c924bbcb1916ad10a70d982a5da1a1a631806622ed0,1963-01-17,Male,27,466,,550323,6399794554,"Vill. E, Tal. Y",Big Farmer (Land >=2 Hectare),General,3.44,Gram
FARM0075,Prakash Yadav,XXXX-XXXX-5763,861e4cb1f2ef0ffbe5c5c0c003f0e8f1608630e3736955c5bfc48b8effd0dd1e,1979-12-02,Male,27,466,,534259,6395491504,"Vill. C, Tal. Z",Big Farmer (Land >=2 Hectare),OBC,2.11,Jowar
FARM0076,Mahesh Kumar,XXXX-XXXX-2558,b6ed337d56ea20be2e3ed7ce2433c1f07f4d04212212b08e7dbfa73f27145aa8,1961-08-01,Male,27,466,,558123,6859942617,"Vill. A, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,1.83,Soybean
FARM0077,Rajesh Yadav,XXXX-XXXX-2481,169591a96081a3a4410d9c728dbaca61f994009a6cfcfb3a04512daf884dea55,1984-08-29,Male,27,487,,558123,9044433810,"Vill. B, Tal. Y",Big Farmer (Land >=2 Hectare),General,4.6,Tur
FARM0078,Prakash Yadav,XXXX-XXXX-1895,99301a3eaa128c86336c2631a2e76c3f9b26a4ab1d3760311c27b1f7bb7ecc44,1985-02-21,Male,27,498,,534259,7852233574,"Vill. A, Tal. Z",Big Farmer (Land >=2 Hectare),General,3.8,Wheat
FARM0079,Prakash Kumar,XXXX-XXXX-4763,8fb21ee6ffd3a7b4661c8c6d0625d1feb395fb4f1521694d8853aca47bbb9ebe,1969-09-15,Male,27,469,,552577,8623824262,"Vill. E, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),OBC,1.03,Sugarcane
FARM0080,Sunil Khan,XXXX-XXXX-3205,81ae17ea96e2fbd4397f14b12292f7454a6d8209c5f295496a682a15f5c3ebfc,1992-10-21,Male,27,497,,558532,9924659717,"Vill. E, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),General,1.79,Gram
FARM0081,Suresh Khan,XXXX-XXXX-6858,117f73b48ea646d1a5c68f6a49d097e79a6313d3afb24db25644203f74c9374b,1995-09-05,Male,27,469,,558532,7345212831,"Vill. C, Tal. Z",Big Farmer (Land >=2 Hectare),SC,3.61,Cotton
FARM0082,Amit Mehta,XXXX-XXXX-8052,503bc65a5c046a126a3e39b3776c66a1827d1c1f766d95b190bba04ddb1a103b,1993-03-26,Male,27,498,,550323,9861774389,"Vill. C, Tal. Z",Big Farmer (Land >=2 Hectare),General,2.43,Rice
FARM0083,Priya Singh,XXXX-XXXX-0623,5f197dbe9ff7b71af8a718c7c83828c18da67e0ab63ba61b0c9c269b6369197e,1959-04-26,Female,27,497,,534259,7436260683,"Vill. E, Tal. X",Big Farmer (Land >=2 Hectare),ST,4.96,Jowar
FARM0084,Vijay Deshmukh,XXXX-XXXX-4969,e8cddade4b4f68ef11609968e1197967a86cd5800296aa31fda7bdefc951e233,1975-08-05,Male,27,469,,534259,9770392418,"Vill. A, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),ST,1.12,Gram
FARM0085,Mahesh Patil,XXXX-XXXX-8438,8e1670d9bb535cceef677979898ef1be09e6393c45deded23125f34b108071bf,1969-05-28,Male,27,469,,550323,6228369212,"Vill. A, Tal. Z",Big Farmer (Land >=2 Hectare),OBC,4.85,Jowar
FARM0086,Priya Deshmukh,XXXX-XXXX-5122,4abd77636a0391991221d4b3f1d05d76a2947e66fef37747e72c98b626f61c47,1975-05-03,Female,27,497,,552577,9822344052,"Vill. C, Tal. Y",Big Farmer (Land >=2 Hectare),SC,3.98,Groundnut
FARM0087,Sangeeta Sharma,XXXX-XXXX-7704,571c68ea358c2730ee0df091b10a8f856c95d4da9428f2dfbda8582ec7334d8d,1985-11-08,Female,27,487,,552577,7038185401,"Vill. B, Tal. X",Big Farmer (Land >=2 Hectare),SC,2.36,Sugarcane
FARM0088,Anil Deshmukh,XXXX-XXXX-9175,7495ab78435b4c78ccdb66dd919e357c622f191d6f9b595f2cc5d315b538ee08,1980-07-12,Male,27,466,,552577,6958453774,"Vill. E, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),ST,1.01,Cotton
FARM0089,Neha Deshmukh,XXXX-XXXX-7389,0cdf9390793fef66f92589ff9fc6e102ded9b8061337ab7ad854646fccedff11,1964-01-05,Female,27,498,,534259,6542340547,"Vill. B, Tal. X",Marginal Farmer (Land < 1 Hectare),General,0.77,Sugarcane
FARM0090,Prakash Singh,XXXX-XXXX-1716,678ae157d28c6c9d9730994406e1b59beef5675fa75e09688c29751c861d65ee,1958-11-01,Male,27,487,,534259,8238897132,"Vill. A, Tal. Y",Big Farmer (Land >=2 Hectare),OBC,2.1,Tur
FARM0091,Pooja Joshi,XXXX-XXXX-0728,948c7ca9af3c2e2f85b28ea12d3d116139ec1f91248b56516ce23e9246598f3d,1981-09-25,Female,27,497,,558123,6540842888,"Vill. E, Tal. Y",Big Farmer (Land >=2 Hectare),General,3.22,Cotton
FARM0092,Priti Patel,XXXX-XXXX-7073,f399545cbc9a0c2e07561fd60552564ee914081dc59b5fe126ea235b526f556e,1995-12-28,Female,27,469,,558123,6155097986,"Vill. D, Tal. Z",Big Farmer (Land >=2 Hectare),General,3.32,Wheat
FARM0093,Geeta Mehta,XXXX-XXXX-3086,b9d18b73416606de7ed297aacd9ac32a33e59a6c39007dc7b4bf5b86b57b6f5b,1998-12-20,Female,27,498,,558123,9486009336,"Vill. E, Tal. X",Big Farmer (Land >=2 Hectare),ST,4.81,Maize
FARM0094,Rajesh Deshmukh,XXXX-XXXX-8559,7b824620d84810eb1a8ea6fb9477c7bb6bb294b1019a72368786768d33aaff76,1977-03-11,Male,27,497,,558532,8918090907,"Vill. A, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),ST,1.7,Maize
FARM0095,Sangeeta Mehta,XXXX-XXXX-9111,1f000946e3dd6eec8315a41105b08e26b6aaa1a2d87425252689d5fd30e8b5c4,1984-09-03,Female,27,497,,548378,8793830792,"Vill. C, Tal. X",Big Farmer (Land >=2 Hectare),SC,3.4,Jowar
FARM0096,Pooja Deshmukh,XXXX-XXXX-8624,dd6073bf94bbc2ef03c9b1f410c8a127c1170df00e4b9694ec3853f2050f5762,1980-09-20,Female,27,497,,558532,8327524680,"Vill. D, Tal. Y",Marginal Farmer (Land < 1 Hectare),OBC,0.72,Rice
FARM0097,Pooja Kumar,XXXX-XXXX-6622,25613dbe0b471a2b3e9792b661c9314318e64ab476dd4e2e6681c43cd7cc3928,1993-10-01,Female,27,498,,534259,7831186015,"Vill. E, Tal. X",Big Farmer (Land >=2 Hectare),OBC,4.16,Rice
FARM0098,Vijay Patel,XXXX-XXXX-5958,2f8d263cce137c5e71747c3f326c2c9a10a43d940e994d8890d4e6c0e23c73f4,1971-03-22,Male,27,466,,558123,8132362278,"Vill. C, Tal. X",Big Farmer (Land >=2 Hectare),OBC,2.24,Maize
FARM0099,Rekha Yadav,XXXX-XXXX-9459,ff576af88fc05014fbb4517f18e694207135c02581fc8c952884444ff5bbe634,1955-10-15,Female,27,497,,548378,6703897022,"Vill. E, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),OBC,1.02,Gram
