farmer_id,farmer_name,aadhaar,aadhaar_hash,dob,gender,state_lgd_code,district_lgd_code,sub_district_lgd_code,village_lgd_code,mobile_no,address,farmer_category,caste_category,farm_area_ha,crop
FARM0039,Pooja Yadav,XXXX-XXXX-7201,e3ce02ce6b606c9ab04a09f2df2e762b892899585855da0d40b8f053cd163e48,1967-06-15,Female,27,466,,552577,9296020943,"Vill. C, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),SC,1.73,Soybean
FARM0014,Anita Joshi,XXXX-XXXX-8871,1e0627036934255e218f374b77a981ad61f41b54103127e112583a68b224391b,1955-01-01,Female,27,487,,558123,6269953816,"Vill. B, Tal. Y",Big Farmer (Land >=2 Hectare),SC,2.85,Sugarcane
FARM0087,Sangeeta Sharma,XXXX-XXXX-7704,571c68ea358c2730ee0df091b10a8f856c95d4da9428f2dfbda8582ec7334d8d,1985-11-08,Female,27,487,,552577,7038185401,"Vill. B, Tal. X",Big Farmer (Land >=2 Hectare),SC,2.36,Sugarcane
FARM0005,Anita Singh,XXXX-XXXX-4220,08cf829ec68cd144d95b8381a16f59ae6830c4bf933909b3adcc683293931b66,1992-08-01,Female,27,469,,552577,9469422962,"Vill. A, Tal. X",Small Farmer (Land >=1 & <2 Hectare),SC,1.93,Sugarcane
FARM0109,Rajesh Chauhan,5134-7609-5060,feaf70340cb14b20bcc9f59e8b3085f649a563af4a2295d9baf8f91b6bf9b3b3,1993-05-22,Female,2,766,,581615,8180285069,"Vill. E, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,4.05,Sugarcane
FARM0110,Priya Deshmukh,9020-2805-1039,3aedb3846e895d306ec6b0ed4e6de6b27b297f0838a4ae749387279922256aed,2008-10-03,Female,11,100,,579421,6351016131,"Vill. C, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,2.24,Maize
FARM0112,Rohan Patel,3106-7740-3605,0452113b3ddbe3446b0015ee5fe7a099fb220791ff783d95e7582066547f8912,1994-10-25,Female,5,595,,523059,8190482554,"Vill. C, Tal. Z",Marginal Farmer (Land <1 Hectare),SC,2.38,Rice
FARM0128,Anjali Verma,6142-2036-5698,7e17a26d5edbf2151272d17a3f7ad2a6455276fe038d8944a127b9aef37503ae,2022-09-26,Female,5,218,,508620,7030205074,"Vill. A, Tal. X",Big Farmer (Land >=2 Hectare),SC,2.07,Sugarcane
FARM0138,Kavita Jain,6835-1534-8712,286675794a374e7f4a300b9bd2f0fba40521559296a285fcf38c729968224adc,2002-05-09,Female,4,340,,598613,8114801727,"Vill. A, Tal. X",Big Farmer (Land >=2 Hectare),SC,3.41,Cotton
FARM0154,Rajesh Patel,1413-3240-1707,affb9d2aaa556dfadab64aa2bc69869e7e987b4a87a6c028951960e6e4c65d7d,2013-12-22,Female,22,152,,591281,7740452480,"Vill. A, Tal. Z",Marginal Farmer (Land <1 Hectare),SC,2.59,Cotton
FARM0155,Sunita Chauhan,4414-5884-7599,ecaff2b6e8fb2a6ce4cd1d4c5ce596978a0e892309eb15c15573da83919204ac,1979-05-05,Female,18,103,,527380,9284053276,"Vill. D, Tal. Y",Marginal Farmer (Land <1 Hectare),SC,1.68,Rice
FARM0160,Rajesh Deshmukh,1387-7751-9313,37738a294b9a945ef8277f67002a0910bd8618be61950397494ff61dc2ceae30,1975-06-21,Female,19,172,,507241,7108156403,"Vill. C, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),SC,2.92,Cotton
FARM0168,Kavita Kumar,8817-4200-1455,627d68b7252b8a7afbf1679d0a45c3d4a766748392cd6ef5a411892725d64e66,1950-11-07,Female,16,433,,599486,9397512528,"Vill. D, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,1.67,Rice
FARM0170,Kavita Singh,9336-4118-7912,ccf58324b16f77950971583c961fbebabee91c08cb12dfee3796a2aeae9ecbcf,1958-01-16,Female,14,866,,546378,9887936281,"Vill. D, Tal. Z",Big Farmer (Land >=2 Hectare),SC,2.88,Wheat
FARM0179,Vikas Jain,9298-1515-1885,6e5d1e8540c9968c3fef4c34a048663f5aec2fda6be2c45e8e0b8171fc55ca85,2023-08-14,Female,32,409,,523943,7463888291,"Vill. A, Tal. Y",Marginal Farmer (Land <1 Hectare),SC,2.82,Wheat
FARM0181,Kavita Sharma,7866-6845-8389,18ddd7dc6ef2f1fac7e642fff8ece26efc49ec8f15c6014b2c571664a68bfc5e,1958-11-20,Female,28,376,,580516,6145682105,"Vill. B, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),SC,4.9,Rice
FARM0185,Deepak Jain,4142-9916-5149,d1ff4193e8d39be60383779b15a0bce49a749ae264a7ca6fadc6a913ee572860,1983-09-21,Female,23,904,,502161,8429144019,"Vill. E, Tal. Y",Marginal Farmer (Land <1 Hectare),SC,3.16,Sugarcane
FARM0190,Rohan Jain,7097-4737-1452,27327fb4ee6cb565882931b869cd84edb6d7696dc24a10aa8d73f97d1475e50a,2017-01-20,Female,10,204,,559162,8482449353,"Vill. A, Tal. Z",Big Farmer (Land >=2 Hectare),SC,1.46,Cotton
FARM0193,Anjali Jain,6955-5778-4858,a8e22fcc9515bd21831da9bec8c34034c6dfe21b9668b89a884c5598f568faaa,1960-03-01,Female,19,955,,514240,8667915396,"Vill. E, Tal. Z",Marginal Farmer (Land <1 Hectare),SC,4.41,Sugarcane
FARM0206,Rajesh Chauhan,6125-4878-8822,380afd95ea75041c8164f63660dc8abbb16b55f4498692825f86f1ce3625b281,1959-11-02,Female,22,871,,518634,6403516403,"Vill. C, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),SC,0.92,Wheat
FARM0208,Rajesh Sharma,1355-9148-9408,129ebc4090f0d5f2f39f0c32b6f1ee18dd64200da974d6ca4bbc6555a19075ab,1960-04-30,Female,29,671,,523405,6988336325,"Vill. A, Tal. Y",Big Farmer (Land >=2 Hectare),SC,3.05,Sugarcane
FARM0214,Kavita Chauhan,8134-5331-1372,b1861c9596c0a1bd2e0145fe1967c4a5d7cf10ff6c99ebfb3ddab425bafc702c,1988-04-21,Female,11,654,,585584,8901119623,"Vill. B, Tal. Y",Marginal Farmer (Land <1 Hectare),SC,3.43,Maize
FARM0220,Rohan Kumar,4154-3725-8797,30db31da72bee108bac0c7166e37442dbb1655ef09dcafca08bcf25c1a618c22,1976-07-02,Female,30,205,,591785,8485241884,"Vill. B, Tal. Z",Marginal Farmer (Land <1 Hectare),SC,4.01,Cotton
FARM0222,Vikas Kumar,6306-8353-8581,3dd04173d97b5d197299cbb35332471b0fbb969826fcab9e87f11eeac522ea43,1959-05-25,Female,5,740,,552183,7392778384,"Vill. C, Tal. X",Big Farmer (Land >=2 Hectare),SC,3.52,Maize
FARM0224,Vikas Patel,2687-4259-2091,4e8c2e8a8c078e8c8d697b8ee072ed2ebe31f978f4780779f578a87766131b99,1960-09-23,Female,32,692,,588915,9760994436,"Vill. D, Tal. Y",Big Farmer (Land >=2 Hectare),SC,4.78,Wheat
FARM0227,Vikas Jain,9687-3490-9293,86f7d428f18c218d717f2eb736054cd9505e4bb69fe7f102d1d5edf8b1b3527a,1984-05-03,Female,22,434,,597125,7334588695,"Vill. B, Tal. X",Big Farmer (Land >=2 Hectare),SC,2.21,Rice
FARM0232,Priya Jain,6845-7109-5737,92ae77ca0599ae7106a34e2bf4474b1e07c4031b7ef1fb83e11c41c2144f1e54,1992-05-07,Female,32,731,,587785,6001087968,"Vill. D, Tal. Y",Marginal Farmer (Land <1 Hectare),SC,3.54,Rice
FARM0234,Vikas Jain,6972-8542-7023,d5c2a4541b3c08d5268ce86eff57a134962b3c18716f2261f2e6ad66b0389c1f,1986-08-21,Female,10,614,,532075,9338877040,"Vill. C, Tal. X",Big Farmer (Land >=2 Hectare),SC,2.2,Rice
FARM0249,Sunita Gupta,5486-1996-4515,909602367b6395fc2458acad4c9435ab50cb0d52db95934b0656dd85c4bdcdfc,2015-09-29,Female,1,278,,573790,6803514021,"Vill. B, Tal. X",Small Farmer (Land >=1 & <2 Hectare),SC,3.96,Maize
FARM0284,Vikas Kumar,4737-7800-5982,1bb981c7182ac4f28401c59b7cc6b1e3f816c6ae0fb95c26fd40b2124806be76,2010-02-02,Female,10,688,,506339,8721916154,"Vill. D, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),SC,0.93,Rice
FARM0286,Deepak Chauhan,4876-9767-7069,edbd6cbde60ed8fc640cdb3547cf5503913004e7c45fe8de2d0fe53b52c7f180,2007-04-02,Female,5,766,,568689,9950982346,"Vill. E, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,3.81,Rice
FARM0294,Priya Chauhan,8488-3728-3599,457226f956dafca7df2b71be4c78f90b4eb104471892b3a3d91d481d28b60d89,1983-12-25,Female,15,639,,520330,6263371907,"Vill. C, Tal. Z",Marginal Farmer (Land <1 Hectare),SC,2.72,Sugarcane
FARM0298,Meena Yadav,6181-6338-8403,80f0e6760cc63fa7f00155ab934388b0f6dbce98362c78fe87be47b3fb3dfcd4,1992-04-21,Female,2,170,,587980,9509652194,"Vill. B, Tal. Y",Big Farmer (Land >=2 Hectare),SC,3.64,Rice
FARM0302,Priya Sharma,4037-8325-8144,10524b44b1c698a69c63e58314f7c7f5e7b205e37ad74af9d0fb19df142a7780,1987-10-28,Female,3,218,,554093,7414537744,"Vill. C, Tal. Y",Big Farmer (Land >=2 Hectare),SC,2.28,Maize
FARM0313,Kavita Sharma,3425-6208-5032,1479d30c7a3f18d51e7c7113a04f0666617cc5c30fbcd10aa4edda46776cb927,2000-07-17,Female,6,960,,505929,8650237219,"Vill. E, Tal. Y",Big Farmer (Land >=2 Hectare),SC,3.64,Sugarcane
FARM0326,Amit Kumar,8865-6724-4189,29426ec4f8302b647801e8fdc4870d145b0bc65b5c497130ce5baab195057987,1965-06-08,Female,25,239,,522941,9929761006,"Vill. C, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,0.83,Maize
FARM0334,Amit Kumar,2471-4911-8145,906d6820040e83231cc57aa1cefa5999084e7ec6b41bb879d0b5dd0006b70be0,1972-10-14,Female,26,243,,522943,7830913003,"Vill. E, Tal. Y",Marginal Farmer (Land <1 Hectare),SC,2.95,Rice
FARM0335,Vikas Gupta,1411-5517-1110,92b08a0113a7d81ff50a6c1c2f64fe06d7565c211e3faa23c3e61458fd96059f,1967-08-07,Female,34,936,,590989,7688430972,"Vill. A, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,1.11,Wheat
FARM0339,Meena Sharma,4841-1346-1134,1041c4c5ef6d828452771a4ae12c5ea096b9dade05277e7fd84b339afc459a6f,1954-07-31,Female,13,478,,510884,7485141177,"Vill. C, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,3.74,Wheat
FARM0342,Vikas Deshmukh,1862-9458-2311,774fe08f343acf476058fbd8502bac2d6b6bac6b66ea4e3be78544a72e07079a,2004-01-02,Female,4,474,,533139,6275612544,"Vill. B, Tal. X",Marginal Farmer (Land <1 Hectare),SC,1.66,Maize
FARM0348,Rajesh Chauhan,9287-8438-6359,15b41c9efe6acf633dfb870f065d4f4a69d66b34d60cb2edbdb2885b9eac119e,1988-07-13,Female,12,867,,500803,7023513126,"Vill. E, Tal. Z",Big Farmer (Land >=2 Hectare),SC,1.84,Rice
FARM0373,Rajesh Gupta,6199-4562-3131,c9648adad538a5684afbf59d6b403ad2ff4c93bf8bbe08e70a3e13334a878067,1960-11-22,Female,32,418,,553152,8828888736,"Vill. C, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),SC,4.94,Rice
FARM0376,Kavita Chauhan,8590-4693-3180,32cba77a9cbb549c93e9d4f490579c2078297dc8dbe994394c340b41c8c39d21,1977-10-28,Female,22,921,,505602,7639022067,"Vill. B, Tal. X",Marginal Farmer (Land <1 Hectare),SC,4.48,Rice
FARM0382,Rohan Verma,6389-8904-7320,4a46eb211a0157c5c3dcb09f2dc1c20866e39c2c6a51e724520e89599d8a5e9d,1954-01-20,Female,35,916,,571937,6107229956,"Vill. B, Tal. Y",Big Farmer (Land >=2 Hectare),SC,1.69,Sugarcane
FARM0385,Amit Gupta,7555-8028-7370,7bb5f2b5b82ea12f97e3b99cfa5056bf40935fa2d5f8e09082f9730180fb2a31,1975-06-25,Female,25,908,,573816,8538416206,"Vill. A, Tal. X",Marginal Farmer (Land <1 Hectare),SC,4.26,Maize
FARM0389,Meena Gupta,1646-5453-4086,db10e022a87b5b362adc3f7e3126baf3004ef1c4b2383cf224bb0a384038ff9e,1957-04-25,Female,22,497,,564748,6963217279,"Vill. A, Tal. Y",Big Farmer (Land >=2 Hectare),SC,2.89,Sugarcane
FARM0391,Meena Kumar,2432-6226-9819,801dea24f1aec4c977a33b2fdb007ef44f97d11597bf837d92f59c677db15c94,2018-08-06,Female,23,591,,563378,9155275064,"Vill. E, Tal. X",Big Farmer (Land >=2 Hectare),SC,4.24,Rice
FARM0397,Vikas Gupta,5047-7179-6756,6ddd46ba9fdc82be69a7a7f88409b342217feea494129b40d7148c848267b782,1990-07-06,Female,34,917,,538445,8401938606,"Vill. D, Tal. Z",Marginal Farmer (Land <1 Hectare),SC,4.8,Wheat
FARM0400,Anjali Verma,8853-4588-1798,e6e649c94654bbdc2ea595e1b79effbee1f1fe5e9ca898d8eec394dd91c98a50,1975-08-28,Female,21,238,,581435,9988329816,"Vill. C, Tal. Y",Big Farmer (Land >=2 Hectare),SC,4.54,Sugarcane
FARM0410,Vikas Kumar,7959-7515-4791,5c383da3d19d9750924b84a0439c437711bf4159b7260f41475035649604ada7,1982-07-23,Female,11,165,,570349,7430398996,"Vill. C, Tal. Y",Big Farmer (Land >=2 Hectare),SC,1.71,Rice
FARM0411,Rohan Singh,2047-9367-9108,a1444c9ce07a42880eefc039bcac5ea3b0bfa02a41e8ed66e8e45fb7d93cdebe,1997-12-01,Female,6,864,,584731,9181844294,"Vill. D, Tal. Y",Big Farmer (Land >=2 Hectare),SC,0.61,Sugarcane
FARM0426,Meena Jain,7823-6865-3496,257b7499f1321e07b4d989c4938db0c39d264123a54364af0a044a000a9a97ac,1958-08-27,Female,25,349,,557300,7804715092,"Vill. A, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),SC,0.94,Rice
FARM0437,Vikas Yadav,3441-8124-3971,ffc6ab08abfc7fdc7139a88bf68f9f55319312e293326ec913901ae0a1ee7f15,2009-01-18,Female,28,763,,536496,6759653475,"Vill. E, Tal. Y",Big Farmer (Land >=2 Hectare),SC,2.04,Cotton
FARM0442,Sunita Yadav,5591-3934-6741,97ecebad25fde2e8424baa54539f7524fea4013ea8ae4fdae68d958fb9996eb0,2017-07-05,Female,16,166,,508311,6134746508,"Vill. C, Tal. Y",Marginal Farmer (Land <1 Hectare),SC,1.1,Cotton
FARM0447,Meena Verma,4764-4840-4101,45134a0e450122e8058b795c85d9fd8b76c1a6d0ef53c6a34d14a028c8e04fd1,2020-05-06,Female,8,692,,533543,8483020164,"Vill. B, Tal. X",Small Farmer (Land >=1 & <2 Hectare),SC,4.48,Rice
FARM0449,Deepak Deshmukh,9622-8468-6568,cccb4beecf314351e76a85cf2d83f6c469c7dcd3ddc8cfeb7f9be7f2ca75de70,2005-10-03,Female,19,535,,568992,8774786354,"Vill. D, Tal. Y",Marginal Farmer (Land <1 Hectare),SC,2.06,Sugarcane
FARM0451,Priya Chauhan,6869-2663-3468,47015a1d79f3351bc9da5619c8936813c985fbea67837b0ef8ae565a3b465607,1993-09-17,Female,31,907,,534997,6277975699,"Vill. A, Tal. Y",Big Farmer (Land >=2 Hectare),SC,2.02,Wheat
FARM0463,Rohan Deshmukh,1524-4980-6579,6c1ee5b38d7b94c34b29e35a12d20f9f175203f987ddf8a1abd5505a98ebc351,2023-05-05,Female,21,403,,516627,7659265482,"Vill. A, Tal. X",Small Farmer (Land >=1 & <2 Hectare),SC,3.31,Maize
FARM0466,Deepak Chauhan,9455-1131-3784,5e11ec7627537cb90b2230d3a235c83d1b1c2db72dc00d1a61626af1036856d0,1989-04-12,Female,4,103,,576454,8125735195,"Vill. D, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,3.98,Cotton
FARM0467,Vikas Chauhan,7205-1194-7118,9f304376c60c819b38ac87f150c09a8767d43becd7a62d8fb6a0a1794d81fcd9,1974-12-17,Female,25,716,,581800,8446854592,"Vill. A, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),SC,3.41,Rice
FARM0474,Vikas Deshmukh,3004-9243-5987,809982540d6663e2ede97dd6a0bb025c027246f73e7e8956a082db9041258b6e,2019-09-30,Female,12,690,,544721,8399378084,"Vill. E, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,2.89,Maize
FARM0477,Sunita Patel,1797-8117-4072,edc5a02685734105b3d08aabef4c08a17dfce9d456f9cf6cbce6ac939d3c499e,1985-10-26,Female,11,747,,509630,7279212426,"Vill. E, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,4.69,Sugarcane
FARM0481,Sunita Sharma,1371-9266-7859,84d247827faec3e651ca54abd1b9226733d7bb37dceab24999fd1e5aa7c63455,1974-05-16,Female,35,856,,586976,9551760925,"Vill. A, Tal. Y",Marginal Farmer (Land <1 Hectare),SC,2.82,Sugarcane
FARM0486,Meena Deshmukh,5676-2817-7383,c7cf326dc26cbf2fe4c97ae780b65510f587d3a731c547519e8c8b1fd4c349dd,1989-05-22,Female,1,106,,513101,9423081759,"Vill. D, Tal. X",Big Farmer (Land >=2 Hectare),SC,4.17,Cotton
FARM0494,Anjali Jain,8700-7434-1912,a7e21154c1a3af715a68c70016b06d4c85c597384954ddc63ffe657722e55d2a,1974-08-20,Female,5,292,,557293,7495731074,"Vill. B, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),SC,1.12,Wheat
FARM0505,Rajesh Gupta,5268-9829-6295,254e592fa5258075dbf762fd60816d924dd18e53359c373c209a4e829cfaded0,2020-01-20,Female,10,831,,591535,9675034321,"Vill. C, Tal. X",Big Farmer (Land >=2 Hectare),SC,1.76,Cotton
FARM0508,Priya Gupta,2878-6055-7801,d02e776ce2e95272ff01772f2842a063a11727b373c23e413454983d8824f3e3,2016-09-05,Female,18,504,,587628,6638447998,"Vill. B, Tal. X",Marginal Farmer (Land <1 Hectare),SC,4.9,Cotton
FARM0512,Meena Yadav,4667-8917-9783,7655a7c1392ee872f213d14e420e688914474fbab739e4d9659ff6c76fec7bbc,2021-08-03,Female,35,694,,536408,6040849191,"Vill. A, Tal. Y",Big Farmer (Land >=2 Hectare),SC,2.55,Sugarcane
FARM0514,Anjali Kumar,1991-3965-6583,c762d249953f1b0666680ed129d511a9beab6c66c9d8cf1a937e7774eacaf8f7,1992-02-24,Female,12,773,,512829,9509358259,"Vill. D, Tal. X",Marginal Farmer (Land <1 Hectare),SC,3.67,Rice
FARM0524,Sunita Gupta,9983-9672-1871,324f613c12b6d6bb966ffa580c8b327915bd10ca1d6e64a613ce2a92894ba5c8,2012-08-31,Female,20,593,,570727,6864602589,"Vill. C, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,3.61,Maize
FARM0526,Meena Chauhan,7512-7323-9558,ea8a8f165250d70f3004f80332004ac08db2c2f077f004e3e77371fbd4b5c068,1960-05-06,Female,29,418,,510009,8644215914,"Vill. A, Tal. Z",Marginal Farmer (Land <1 Hectare),SC,0.86,Wheat
FARM0533,Meena Yadav,8836-3341-8370,754b0fedde10f536cb064759a82cc8da0fdb9fc433690021ae1927c1dc3e2601,2016-09-14,Female,14,128,,588529,7929529493,"Vill. A, Tal. Y",Big Farmer (Land >=2 Hectare),SC,2.47,Sugarcane
FARM0549,Deepak Kumar,1237-3994-6064,40be73f7dea9a56c58524dbc3722ebb85181ce5e1ed04550dda5eebbaa826282,1980-06-10,Female,30,456,,526872,7748468369,"Vill. A, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),SC,3.2,Maize
FARM0562,Vikas Verma,7269-9027-6166,d165ca1a34abff61be764197e9b396f2014f40c7ef342e6ab40fa5e46326bc7e,2017-01-25,Female,35,273,,544281,6629157468,"Vill. E, Tal. Y",Big Farmer (Land >=2 Hectare),SC,4.39,Sugarcane
FARM0569,Kavita Singh,9519-8861-4148,9f325451f97fc17b6116117d956d342b5e99e754a8f1285191e2648a7b9005e3,1967-07-19,Female,16,370,,582022,6893436444,"Vill. D, Tal. Z",Marginal Farmer (Land <1 Hectare),SC,2.85,Rice
FARM0576,Rajesh Patel,1834-4630-6913,30af0b13fb9ade10ac6790bc4ac128c1647a0cbae7cd401251a6db11bb616db9,1954-02-23,Female,26,823,,559214,9508120008,"Vill. E, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),SC,0.94,Rice
FARM0578,Priya Kumar,6762-2913-5577,4eb8ca009500f721fe365bde342e3364e92c7be8da336473b85a594bdfb7ba1c,1989-11-18,Female,33,809,,548902,9917409852,"Vill. E, Tal. Z",Marginal Farmer (Land <1 Hectare),SC,1.06,Maize
FARM0580,Kavita Jain,2180-5595-8751,d0ea8184898175958c4740e5acf73a557086097e4141dd362d5fe8903eb115df,2012-01-01,Female,9,275,,550752,7268544076,"Vill. C, Tal. Y",Marginal Farmer (Land <1 Hectare),SC,2.81,Rice
FARM0582,Rajesh Kumar,7434-4211-5785,b4fd461e09e9a9b0928c8da158eafceae2507c8d57c965c86c3a6c4509cb4780,1999-04-26,Female,9,248,,565399,9974138183,"Vill. A, Tal. Z",Big Farmer (Land >=2 Hectare),SC,3.07,Rice
FARM0584,Priya Chauhan,5336-7326-1391,fdd4d0aa835588e01284c3e9d86df20fd4f8b74c08900bf761685e49903de70f,1964-09-25,Female,20,397,,569275,6177446375,"Vill. D, Tal. Y",Marginal Farmer (Land <1 Hectare),SC,1.42,Sugarcane
FARM0588,Amit Singh,3413-5253-6260,1413a05e962ebcf03d8a549c3136ba7617dd498d7b419fe185de0e13798e5bfe,1982-10-20,Female,34,392,,596860,7637133073,"Vill. D, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),SC,1.41,Rice
FARM0589,Anjali Singh,7777-8935-8630,37f0ece2dddf728c308428649e69fa3a91c46d2134a6aabdf068f3baf63020e4,1951-01-02,Female,14,917,,576662,6633943473,"Vill. C, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,2.35,Rice
FARM0604,Meena Singh,2190-4222-5831,c1f6bd12403859b92c31beda6a0642bbbf20234c67b80bdf60e572d99a1a652a,1974-11-23,Female,16,778,,598840,6376006619,"Vill. A, Tal. X",Marginal Farmer (Land <1 Hectare),SC,1.26,Sugarcane
FARM0607,Meena Gupta,5127-7557-2435,d682ed7fa042a5a5f8cf0f8c40012ba23274ba5a47fd178fdcd17b4ef56eebfe,1986-11-10,Female,24,185,,549650,9342873138,"Vill. D, Tal. X",Marginal Farmer (Land <1 Hectare),SC,2.08,Wheat
FARM0612,Priya Deshmukh,1935-5007-7244,0fe32b36c0e7840efa87e06b05f486d37e9400248204e32d14b940c6ddb9b8a3,1964-09-21,Female,13,936,,513225,7807705929,"Vill. C, Tal. X",Marginal Farmer (Land <1 Hectare),SC,3.87,Rice
FARM0625,Meena Verma,7770-7425-8827,8bd9316b214082b42133875ee643b5ea2bea0dfcd08c207545b65003c8ec2b07,2002-02-04,Female,3,395,,580032,8590599467,"Vill. B, Tal. Z",Big Farmer (Land >=2 Hectare),SC,1.39,Sugarcane
FARM0631,Priya Singh,3242-3728-5982,b6afc60332cabee4dd6cfd774773e86e01ee4127ec59faddbeb7aea5fbca94f8,1995-02-26,Female,23,195,,584035,8243798038,"Vill. A, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),SC,2.88,Sugarcane
FARM0635,Anjali Verma,2639-7296-5039,7f6113d74ff4ade8570e298df289b51694ca1581d52211d8be2cb265596ef4a4,2019-04-27,Female,1,513,,551637,8266586953,"Vill. B, Tal. Y",Big Farmer (Land >=2 Hectare),SC,2.83,Rice
FARM0640,Kavita Verma,5616-9077-7351,e74adc24d94460a4eb290f02f7113214db360d602e481626b98f02a3898a0737,1980-12-01,Female,13,413,,505785,6212052587,"Vill. A, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),SC,3.94,Wheat
FARM0641,Anjali Chauhan,8128-8827-4425,826863175b2309b720dc4b8fc043f6bddf5272b12a16d6b72ee5b22e60931cee,2016-11-04,Female,1,616,,513606,7617374942,"Vill. D, Tal. Y",Big Farmer (Land >=2 Hectare),SC,4.34,Cotton
FARM0647,Kavita Sharma,7724-2083-9802,8bd5a0211780afed4c4ce1cb4bdea7623ad8f1a6b2a151dd1543bf08a65a20d8,2023-02-14,Female,35,264,,544141,9992544808,"Vill. D, Tal. Y",Big Farmer (Land >=2 Hectare),SC,3.68,Rice
