farmer_id,farmer_name,aadhaar,aadhaar_hash,dob,gender,state_lgd_code,district_lgd_code,sub_district_lgd_code,village_lgd_code,mobile_no,address,farmer_category,caste_category,farm_area_ha,crop
FARM0578,Priya Kumar,6762-2913-5577,4eb8ca009500f721fe365bde342e3364e92c7be8da336473b85a594bdfb7ba1c,1989-11-18,Female,33,809,,548902,9917409852,"Vill. E, Tal. Z",Marginal Farmer (Land <1 Hectare),SC,1.06,Maize
FARM0701,Sunita Verma,5549-3074-1182,b56b03aff66377f8a7433cca5c6cce6def62ac5e250222ce48a0473ffdcf8e83,2019-12-09,Female,9,581,,529482,6385784855,"Vill. A, Tal. X",Marginal Farmer (Land <1 Hectare),SC,2.18,Maize
FARM0704,Meena Yadav,8808-1924-5586,c84ed20f42d147f4bc50b125fe057efe1064b9b85b77d505c84e33548d0dd57e,1994-06-25,Female,33,493,,593282,6813569848,"Vill. A, Tal. Z",Small Farmer (Land >=1 & <2 Hectare),SC,0.76,Maize
FARM0773,Deepak Singh,3875-5642-4741,454ee5ed1eae702497561b6cc63a9a14757f0573eea63ff0db1693c64caf2daa,1990-05-25,Female,5,895,,540879,6944057292,"Vill. B, Tal. Z",Marginal Farmer (Land <1 Hectare),SC,0.93,Maize
FARM0799,Meena Patel,5508-7387-1186,95bae40594dd384dfe4674d533e2ecfe7a41e7b99b9ecf8ee251515d56282f4a,1999-12-10,Female,2,216,,547066,6365821352,"Vill. A, Tal. X",Big Farmer (Land >=2 Hectare),SC,1.6,Maize
FARM0843,Kavita Deshmukh,2089-5454-4024,29549fafe96fb071388a2ab97905240f362a845794082fa3831cc23a929792fa,1962-12-25,Female,3,442,,527132,9897731009,"Vill. E, Tal. X",Big Farmer (Land >=2 Hectare),SC,3.59,Maize
FARM0958,Kavita Sharma,1753-4711-8394,b27b8a805b885d7751b725026294605783927b505f069ac5ed4c6dba32d0d6a6,2002-12-23,Female,34,672,,503164,9156107403,"Vill. E, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,1.2,Maize
FARM0965,Deepak Gupta,6107-7924-2516,aba40ddebd35bea301170a140776e134c69e0b2f1c331a698a7e5cee1ade8a86,1959-11-21,Female,34,367,,521753,9968351809,"Vill. D, Tal. Z",Big Farmer (Land >=2 Hectare),SC,3.55,Maize
FARM0977,Rohan Patel,6835-6188-4399,f778f455b496b784de519fec33fd55df9a44dd208a22bc98b3cfff6648b4373c,2010-08-27,Female,35,398,,541518,8752427989,"Vill. D, Tal. Z",Big Farmer (Land >=2 Hectare),SC,3.76,Maize
FARM1000,Sunita Sharma,5475-5127-9928,7eb06b5abd5cefdf6ef4ef34a66177f0dc0d34a3f01f36283f6b7166357a668a,1968-08-03,Female,6,774,,569204,8933145049,"Vill. C, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,1.84,Maize
FARM1019,Deepak Kumar,9218-2204-8940,de83e01b8ac9727508b486b515df54135b9ed2243ec2b239e6f29eb944768c7d,1951-10-26,Female,9,291,,590177,8770414427,"Vill. A, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,3.01,Maize
FARM1037,Anjali Gupta,9936-3666-4194,1d9033f293c235f4b8a335a131a65a89348a203b2086b94123b6e99c3fea4329,2009-04-03,Female,30,526,,593643,8712456784,"Vill. B, Tal. X",Small Farmer (Land >=1 & <2 Hectare),SC,3.28,Maize
FARM1051,Kavita Chauhan,6269-1320-9023,861631c092e5b319059ac8a33d2cff38b0731b1b5013901ab96b061cb9c0aac3,2007-01-14,Female,34,155,,512675,8911864242,"Vill. C, Tal. Y",Small Farmer (Land >=1 & <2 Hectare),SC,1.65,Maize
FARM1069,Sunita Sharma,7158-8467-4536,41b79696669406f90e25d368ee6d48181b4a6f388dac38f3b148620eaa348d90,2019-10-22,Female,6,168,,567714,7516413926,"Vill. D, Tal. Y",Big Farmer (Land >=2 Hectare),SC,1.47,Maize
